,date,location,operator,ac_type,registration,aboard,fatalities,ground,summary
166,"November 25, 1928","Bristolville, Ohio",National Air Transport,Douglas M-4,NC792,1,1,0,The mail plane crashed in a snow storm.
167,"December 01, 1928","Spur, Texas",Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,NC7862,5,5,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
168,"December 03, 1928","Near Rio de Janeiro,Brazil",Syndicato Condor,Dornier Wal,P-BACA,14,14,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
169,"December 10, 1928","Spokan, Washington",Spokane Airways,,NC7687,5,5,0,The aircraft crashed while attempting to land in fog.
170,"December 11, 1928","Letzlingen, Germany",Deutsche Lufthansa,Junkers G-31,D-1473,4,3,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
171,"December 20, 1928","Huron, Ohio",National Air Transport,Douglas M-4,NC790,1,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
172,"December 23, 1928","Chattanooga, Tennessee",Interstate Airlines,Fairchild FC-2,,4,4,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
173,"December 31, 1928","Reims, France",CIDNA,Blériot Spad 66,F-AEHX,3,2,0,Crashed into high ground in fog.
174,"January 05, 1929","Stafford Springs, Connecticut",Colonial Air Transport,Fairchild FC-2,NC5650,1,1,0,Struck a mountain slope  in poor weather.
175,"January 18, 1929","Cove, Oregon",Varney Air Lines,Stearman C-38,NC1682,1,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
176,"January 25, 1929","Near Corfu, Greece",Aeroespresso,CMASA Wal,I-AZDA,9,2,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
177,"January 31, 1929","Morgantown, West Virginia",Skyline Transportation Company,Travel Air 4000,NC6480,1,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
178,"January 31, 1929",Off Morocco,Aeropostale,Latecoere 26,"F-AIMU
F-AIMU",2,2,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
179,"March 17, 1929","Newark, New Jersey",Colonial Western Airlines,Ford 5-AT-B Tri Motor,NC7683,15,14,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
180,"March 30, 1929","Near Beaumont, California",New Standard Airlines,Fokker F-VIIA,NC7888,4,4,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
181,"April 21, 1929","San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,6,6,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
182,"May 09, 1929","Tampico, Mexico",Mexicana,Ford Tri-motor 4,M-SCAL,5,5,0,"An engine failed, the plane stalled and crashed."
183,"May 18, 1929","Tököl,  Pest Hungary",MALERT,Fokker F-III,H-MABC,2,2,0,A wing separated in flight and the plane crashed.
184,"May 22, 1929",Algiers,Aeropostale,Cams 53,F-AISX,6,4,0,The plane collided with a submerged object while taking off.
185,"June 13, 1929","Santiago de Cuba, Cuba",Pan American Airways,Fokker F-X,NC9700,5,2,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus""."
186,"June 14, 1929","Barcelona, Spain",Aeropostale,Breguet 14,F-AFEJ,2,1,0,"Took off, lost power and altitude and crashed into a telegraph tower."
187,"June 17, 1929","Off Dungeness, England",Imperial Airways,Handley Page W-10,G-EBMT,13,7,0,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa."""
188,"June 24, 1929","St. Paul, Minnesota",Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,NC7416,8,1,0,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.
189,"June 29, 1929","Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,Domier Delphin III (flying boat),D-1620,5,5,0,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.
190,"June 29, 1929","Columbus, Ohio",Continental Air Lines,Travel Air 4000,NC5435,1,1,0,The mail plane crashed into an antenna mast in fog and low visibility and burned.
191,"August 11, 1929","Clovis, New Mexico",Middle States Airlines,Lockheed 5 Vega,NC870E,4,4,0,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances."
192,"August 24, 1929","Elm, Germany",Deutsche Lufthansa,Fokker FG II,D-757,5,4,0,The aorcraft hit a hill in fog and poor visibility.
193,"August 24, 1929","Sochi, Russia",Ukvozduchput,Kalinin K-4,CCCP-217,1,1,0,Crashed under unknown circumstances.
194,"September 02, 1929","Needles, California",Associated Aviators,Lockheed Vega,NR859E,2,1,0,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety.
195,"September 03, 1929","Mt. Taylor, near Grants, New Mexico",Trans Continental Air Transport,Ford 5-AT-B Tri Motor,NC9649,8,8,0,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco."""
196,"September 06, 1929","Jask, Iran",Imperial Airways,de Havilland DH-66 Hercules,G-EBMZ,5,3,0,"At night, the aircraft crashed short of the runway in low visibility."
197,"September 14, 1929",North Atlantic Ocean,Aeropostale,Latecoere 25,F-AIUJ,6,6,0,"Crashed at sea, 30 miles from Larache, Morocco for unknown reasons."
198,"September 14, 1929","Saint Catharines, Ontario",Skyways,Travel Air 6000,CF-ABE,6,6,0,The aircraft went out of control and crashed for unknown reasons.
199,"September 17, 1929","Mt Lamentation, Connecticut",Colonial Air Transport,Pitcairn PA-6 Mailwing,,1,1,0,The mail plane crashed into Mt. Lamentation in fog and burst into flames.
200,"September 17, 1929","Jacumba, California",Pickwick Airways,Fairchild 71,,2,1,0,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.
201,"September 17, 1929","Off Larache, Morocco",Aeropostale,Latecoere 25-3-R,F-AIUJ,5,5,0,Crashed into the Mediterranean for unknown reasons.
202,"October 26, 1929","Off Spezia, Italy",Imperial Airways,Short Calcutta (flying boat),G-AADN,7,7,0,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome."""
203,"October 29, 1929","Mount Vernon, Ohio",Continental Air Lines,Stearman C-38,,1,1,0,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.
204,"October 31, 1929","Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2C,NC9158,2,2,0,The air taxi crashed into Puget Sound as it attempted to take off.
205,"November 04, 1929","Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,Lockheed Vega 5,NC46M,4,4,0,The mail plane crashed in dense fog.
206,"November 06, 1929","Near Godstone, Surrey, England",Deutsche Lufthansa,Junkers G-24,D-903,8,7,0,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog."
207,"November 16, 1929","Off Corsica, France",Air Union,Liore et Olivier 190,F-AIGB,3,3,0,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found."
208,"November 20, 1929","Terranova Pausania, East Sardinia",S.A.M. Società Aerea Mediterranea,Savoia Marchetti S55,I-TACO,12,1,0,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.
209,"November 30, 1929","Vancouver, Washington",Varney Air Lines,Stearman M-2 Speedmail,NC8199,1,1,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
210,"December 02, 1929","Chagrin Falls, Ohio",National Air Transport,Douglas M-3,NC789,1,1,0,The mail plane crashed en route during a storm.
211,"December 19, 1929","Near Berlin, Germany",Deutsche Lufthansa,Arado V1,D-1594,3,2,0,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport."
212,"December 30, 1929","Amarillo, Texas",Trans Continental Air Transport,Travel Air B6000,,5,5,0,Crashed onto a golf course  while on approach during a demonstration flight.
213,"January 10, 1930","Brawnson, Nebraska",Boeing Air Transport,Boeing 95,NC184E,1,1,0,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
214,"January 13, 1930","Antananarivo, Madagascar",Air Orient,Farman 190,F-AJJK,3,3,0,Crrashed moments after taking off from Port-Francqui.
215,"January 19, 1930","Oceanside, California",Maddux Airlines,Ford 5-AT-C Tri Motor,NC9689,16,16,0,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
216,"January 25, 1930","Off Ceuta, Spain",Aeropostale,Latecoere 25,F-AJCL,2,2,0,Ran into thunderstorms and crashed into the sea.
217,"January 27, 1930","Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),Travel Air A6000A,,5,5,0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
218,"February 03, 1930","Hartford, Connecticut",Colonial Air Transport,Pitcairn PA-6 Mailwing,NC801H,1,1,0,While attempting to land the plane struck a building and fell into the Connecticut river.
219,"February 10, 1930","Marden, England",Air Union,Farman F-63,F-FHMY,6,2,0,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well."
220,"April 18, 1930","Jersey City, New Jersey",Canadian Colonial Airways,Fairchild 71,NC9148,4,4,0,Crashed into power lines 150 feet above the ground in fog.
221,"May 10, 1930","Buenos Aires, Argentina",Aeropostale,Latecoere 28,F-AJPD,4,3,0,"While flying in foggy conditions at night, the captain lowered his altitude, hit a wave and fiipped over."
222,"June 05, 1930","Boston, Massachusetts",Colonial Air Transport,Ford Tri-Motor 5,NC9675,15,1,0,Crashed into Boston Harbor after losing the right  engine on takeoff.
223,"July 07, 1930","Bornholm, Denmark",Deutsche Lufthansa,Dornier Wal,D-864,8,5,0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave while under tow."
224,"July 10, 1930","Arkansas Pass, Texas",Cross Airways,Lockheed Vega 5,NC-394H,5,5,0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms."
225,"July 21, 1930","Near Meopham, Kent, England",Walcot Air Line,Junkers F-13ge,G-AAZK,6,6,0,The plane crashed about 10 miles from it's destination. Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer.
226,"August 22, 1930","Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,Ford 5-AT-C Tri Motor,OK-FOR,11,10,0,Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft.
227,"September 11, 1930","Croydon, England",Sabena,Sabca F-VII,OO-AIN,2,2,0,The plane caught on file shortly after taking off from Croydon.
228,"September 25, 1930","Edmonton, Alberta, Canada",Western Canada Airways,Boeing 40,CF-AIN,3,3,0,The air mail plane crashed in fog  while attempting to land in fog.
229,"October 05, 1930","Near Beauvais, France",Military - British Air Ministry,Royal Airship Works R-101,G-FAAW,54,48,0,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamic lift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags."
230,"October 06, 1930","Dresden, Germany",Deutsche Lufthansa,Messerschmitt M-20B,D-1930,8,8,0,Crashed into hill while attempting to land after running into a strong gust of wind..
