,date_time,location,operator,flight_no,route,ac_type,registration,cn_ln,summary,total_aboard,total_passengers,total_crew,total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities
120,1927-03-24 00:00:00,"Tambo, Qld, Australia",Qantas,NoData,Charleville - Tambo - Blackall,de Havilland DH-9C,G-AUED,86,"While attempting to land, the engine failed, the aircraft stalled and crashed.",3,2,1,3,2,1,0
121,1927-04-15 00:00:00,"King Hill, Idaho",Varney Air Lines,NoData,NoData,"Swallow
Swallow",NoData,A28,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.,1,0,1,1,0,1,0
122,1927-04-22 00:00:00,"Floh, Germany",Deutsche Lufthansa,NoData,Charleville - Tambo - Blackall,Fokker FG III,D-729,1567,Crashed following engine failure.,2,1,1,2,1,1,0
123,1927-04-22 00:00:00,"Goshen, Indiana",US Aerial Mail Service,NoData,NoData,Douglas M-4,626,NoData,NoData,1,0,1,1,0,1,0
124,1927-05-02 00:00:00,"Algiers, Algeria",Air Union,NoData,NoData,SPCA Meteore 63,F-AIFN,NoData,The three engine seaplane stalled and crashed into the sea shortly after taking off.,3,0,3,1,0,1,0
125,1927-07-27 00:00:00,"Amoneburg, Germany",Deutsche Lufthansa,NoData,Kassel - Frankfurt,Junkers F-13,D-206,591,Crashed after experiencing engine failure and attempting to make a forced landing.,5,3,2,5,3,2,0
126,1927-08-22 08:30:00,"Sevenoaks, England",KLM Royal Dutch Airlines,NoData,Croydon - Schiphol,Fokker F-VIII,"H-NADU
H-NADU",4993,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",11,9,2,1,0,1,0
127,1927-09-03 00:00:00,"Willington, Connecticut",Colonial Air Transport,NoData,NoData,Fokker Universal,"NC52  	
NC52",405,The postal plane crashed for unknown reasons.,1,0,1,1,0,1,0
128,1927-09-17 00:00:00,"Hadley, New Jersey",Reynolds Airways,NoData,Sightseeing,Fokker F-VII,NC776,4840,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,12,11,1,7,6,1,0
129,1927-09-17 04:05:00,Atlantic Ocean,Private,NoData,Old Orchad Beach - Rome,Fokker F7,NX703,4899/0501,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight.",3,1,2,3,1,2,0
130,1927-09-23 10:00:00,"Schleiz, Germany",Deutsche Lufthansa,NoData,Berlin - Munich,Dornier Merkur,D-585,075,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,6,4,2,6,4,2,0
131,1927-10-06 00:00:00,"Thies, Mauritania",Lignes Aeriennes Latecoere,NoData,Saint Louis - Dakar,Breguet 14,F-AGBN,229,The plane crashed while attempting to land at Dakar.,2,0,2,2,0,2,0
132,1927-10-30 00:00:00,"New Brunswick, New Jersey",Colonial Air Transport,NoData,NoData,Fairchild FC-2,NoData,20,Went into a tailspin and crashed into a corn field about 10 km from the airport.,4,3,1,4,3,1,0
133,1927-11-08 00:00:00,"Strasburg, France",CIDNA,NoData,Strasbourg - Paris,Farman F-121 Jabiru,F-AIBR,1,The mail plane crashed shortly after taking off.,1,0,1,1,0,1,0
134,1927-11-16 00:00:00,Over the Gulf of Finland,Aero O-Y,NoData,Tallinn - Helsinki,Junkers F-13,K-SALD,798,Crashed in the gulf of Finland and never found.,6,4,2,6,4,2,0
135,1927-11-29 00:00:00,"Corunna, Indiana",National Air Transport,NoData,NoData,Douglas M-4,"NC62  	
NC1062",PO641,The postal plane crashed at night in poor weather.,1,0,1,1,0,1,0
136,1927-12-28 00:00:00,"Almeria, Spain",Aeropostale,NoData,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFGS,227,A fire erupted aboard the mail plane while en route and crashed.,1,0,1,1,0,1,0
137,1927-12-31 00:00:00,"Near Marseille,France",Latecoere Airlines,NoData,Test flight,Latécoère 23 (flying boat),F-AIHP,23-1,"Suffered structural failure at an altitude of 1,000 ft.",5,0,5,5,0,5,0
138,1928-01-08 00:00:00,"Near Canajoharie, New York",Colonial Western Airlines,NoData,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,3,1,2,3,1,2,0
139,1928-01-16 00:00:00,"Solis, Uruguay",Aeropostale,F-AIKG,Buenos Aires - Montevideo,Latecoere 25,F-AIKG,633,The wing on the mail plane detached from the aircraft and crashed into the sea.,2,0,2,2,0,2,0
140,1928-01-22 00:00:00,"L'Hospitalet, Ariège",Aeropostale,NoData,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,F-AHEQ,NoData,Crashed after experiencing mechanical difficulties.,1,0,1,1,0,1,0
141,1928-01-22 00:00:00,"Tarragona, Spain",Aeropostale,NoData,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AHEQ,240,Crashed in unknown circumstances.,2,0,2,2,0,2,0
142,1928-01-27 00:00:00,"Almeria, Spain",Aeropostale,NoData,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,F-AFHN,162,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,1,0,1,1,0,1,0
143,1928-02-26 00:00:00,"Marquette, Nebraska",Boeing Air Transport,NoData,NoData,Boeing 40,NC280,891,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,2,1,1,1,1,0,0
144,1928-03-11 00:00:00,"Off Cape Griz Nez, France",Air Union,NoData,Paris - Croydon,Farman F-60 Goliath,F-AEFC,62/6943,Crashed into the sea while delivering mail in poor weather.,2,0,2,2,0,2,0
145,1928-04-17 00:00:00,"Federal, Wyoming",Boeing Air Transport,NoData,NoData,Boeing 40,"NC282
NC282",893,Spatial disorientation after entering a snowstorm.,2,1,1,1,1,0,0
146,1928-04-19 00:00:00,"Minuesa, Spain",Iberia Airlines,NoData,Barcelona - Madrid,Rohrbach Roland,M-CCCC,36,Crashed into a field after getting lost in fog.,9,7,2,9,7,2,0
147,1928-05-07 00:00:00,"Florianopolis, Brazil
Florianopolis, Brazil
Florianopolis, Brazil",Aeropostale,NoData,NoData,Latecoere 26,F-AIMQ,671,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.,5,3,2,1,1,0,0
148,1928-05-12 00:00:00,"Dearborn, Minnesota",Ford Air Freight Inc.,NoData,Dearborn - Buffalo,Ford 4,NC1492,4-AT-001,The cargo plane crashed on it’s inaugural flight. The pilot tried to become airborne without sufficient speed.,2,0,2,2,0,2,0
149,1928-05-26 00:00:00,"Radevormwald, Germany",Deutsche Lufthansa,NoData,Essen - Dortmund - Frankfurt,Junkers F-13,D-583,742,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error.",5,4,1,3,2,1,0
150,1928-06-14 00:00:00,"Frankfurt, Germany",Deutsche Lufthansa,NoData,NoData,AEGK,D-74,439,"The ""Viper"" crashed for unknown reasons.",5,4,1,5,4,1,0
151,1928-06-22 00:00:00,"Lebo, Kansas",National Air Transport,NoData,Chicago - Dallas,Douglas M-4,NC1059,628,The mail plane flew into tornado like winds and crashed in a field.,1,0,1,1,0,1,0
152,1928-07-10 00:00:00,Over the Gulf of Finland,Aero O-Y,NoData,Tallinn - Helsinki,Junkers F-13,K-SALB,760,Crashed under unknown circumstances,6,4,2,6,4,2,0
153,1928-07-13 00:00:00,"Purley, England",Imperial Airways,NoData,Testing,Vickers 74 Vulcan,G-EBLB,9,Crashed to the ground shortly after taking off killing two men and two women.,6,5,1,4,4,0,0
154,1928-07-24 14:48:00,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,NoData,Sightseeing over Rotterdam,Fokker (KLM) F.III,H-NABR,1533 (KLM-1),"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven.",6,5,1,1,1,0,0
155,1928-08-25 11:00:00,"Near Port Townsend, BC, Canada",British Columbia Airways,NoData,Victoria - Seattle,Ford 4-AT-B Tri Motor,G-CATX,4-AT-26,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.,7,5,2,7,5,2,0
156,1928-09-05 19:05:00,"Toul, France",CIDNA,NoData,Toul - Clermont-Ferrand,Bleriot Spad 33,F-AIEP,5/4207,"After taking off the engine failed, the plane stalled and crashed.",5,2,3,5,2,3,0
157,1928-09-04 00:00:00,"Adelaide Hills, Australia",Qantas,NoData,Adelaide - Longreach,de Havilland DH.50J,G-AUHI,5,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire.",2,0,2,1,0,1,0
158,1928-09-04 11:30:00,"Pocatello, Idaho",National Parks Airways,NoData,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,NC7242,809,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times.",7,6,1,7,6,1,0
159,1928-09-06 00:00:00,"Heroldbach, Germany",Deutsche Lufthansa,NoData,NoData,Fokker FG III,D-180,1531,Crashed due to engine failure.,3,2,1,3,2,1,0
160,1928-10-04 00:00:00,"Gerona, Spain",Aeropostale,NoData,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,"F-AEEJ
F-AEEJ",159,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,",3,2,1,3,2,1,0
161,1928-10-18 00:00:00,"Polk, Pennsylvania",National Air Transport,NoData,NoData,Douglas M-4,NC1064,658,The mail plane crashed into a hill and burned during the night during poor weather conditons.,1,0,1,1,0,1,0
162,1928-10-31 00:00:00,"Valence, France",Air Union,NoData,Paris - Lyon - Marseille,Bleriot Spad 56,F-AIMN,4381.9,The pilot attempted an emergency landing in a muddy field and crashed.,2,1,1,1,0,1,0
163,1928-11-15 00:00:00,Off Gibraltar,Aeropostale,NoData,Marseille - Palma de Majorca,Latecoere 32,F-AISN,80,The sea plane stuck a lightning mast and crashed into houses. Pilot error.,3,NoData,3,1,0,1,0
164,1928-11-24 00:00:00,"Edgerton, Ohio",Universal Airlines,NoData,Cleveland - Chicago,Hamilton H-47,NC7521,46,The mail plane crashed in a heavy snow storm.,3,2,1,3,2,1,0
165,1928-11-25 00:00:00,"Edgerton, Ohio",Continental Air Lines,NoData,Cleveland - Louisville,Travel Air 4000,NC5436,525,The mail plane crashed in a heavy snow storm,1,0,1,1,0,1,0
166,1928-11-25 00:00:00,"Bristolville, Ohio",National Air Transport,NoData,NoData,Douglas M-4,NC792,650,The mail plane crashed in a snow storm.,1,0,1,1,0,1,0
167,1928-12-01 10:00:00,"Spur, Texas",Sunbeam Air Transport Co.,NoData,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,NC7862,4-AT-47,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.,5,4,1,5,4,1,0
168,1928-12-03 08:00:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,NoData,Sightseeing,Dornier Wal,P-BACA,83,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",14,9,5,14,9,5,0
169,1928-12-10 10:45:00,"Spokan, Washington",Spokane Airways,NoData,Colfax - Spokane,NoData,NC7687,4-AT-045,The aircraft crashed while attempting to land in fog.,5,3,2,5,3,2,0
170,1928-12-11 00:00:00,"Letzlingen, Germany",Deutsche Lufthansa,NoData,Cologne -  Berlin,Junkers G-31,D-1473,3005,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames.",4,1,3,3,0,3,0
171,1928-12-20 00:00:00,"Huron, Ohio",National Air Transport,NoData,Cleveland - Chicago,Douglas M-4,NC790,653,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.,1,0,1,1,0,1,0
172,1928-12-23 00:00:00,"Chattanooga, Tennessee",Interstate Airlines,NoData,NoData,Fairchild FC-2,NoData,NoData,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.,4,3,1,4,3,1,0
173,1928-12-31 00:00:00,"Reims, France",CIDNA,NoData,Strasbourg - Paris,Blériot Spad 66,F-AEHX,3359-40,Crashed into high ground in fog.,3,2,1,2,2,0,0
174,1929-01-05 00:00:00,"Stafford Springs, Connecticut",Colonial Air Transport,NoData,NoData,Fairchild FC-2,NC5650,111,Struck a mountain slope  in poor weather.,1,0,1,1,0,1,0
175,1929-01-18 00:00:00,"Cove, Oregon",Varney Air Lines,NoData,"Boise, ID - Pasco, WA",Stearman C-38,NC1682,102,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.,1,0,1,1,0,1,0
176,1929-01-25 00:00:00,"Near Corfu, Greece",Aeroespresso,NoData,Brindisi - Athens - Istanbul,CMASA Wal,I-AZDA,053,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.,9,7,2,2,7,2,0
177,1929-01-31 00:00:00,"Morgantown, West Virginia",Skyline Transportation Company,NoData,NoData,Travel Air 4000,NC6480,800,"While attempting to land, the aircraft overran the runway and hit the perimeter fence.",1,0,1,1,0,1,0
178,1929-01-31 00:00:00,Off Morocco,Aeropostale,NoData,Agadir - Casablanca,Latecoere 26,"F-AIMU
F-AIMU",674,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons.",2,0,2,2,0,2,0
179,1929-03-17 17:00:00,"Newark, New Jersey",Colonial Western Airlines,NoData,Sightseeing,Ford 5-AT-B Tri Motor,NC7683,4-AT-41,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.,15,13,2,14,13,1,0
180,1929-03-30 09:18:00,"Near Beaumont, California",New Standard Airlines,NoData,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,NC7888,617,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred.",4,3,1,4,3,1,0
181,1929-04-21 11:45:00,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,NoData,San Diego - Phoenix,Ford 5-AT-B Tri-Motor / B-PW-9D,NC9636 / 28-037,4-AT-010,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent.",6,3,3,6,3,3,0
182,1929-05-09 00:00:00,"Tampico, Mexico",Mexicana,NoData,"Tampico - Brownsville, TX",Ford Tri-motor 4,M-SCAL,NoData,"An engine failed, the plane stalled and crashed.",5,4,1,5,4,1,0
183,1929-05-18 00:00:00,"Tököl,  Pest Hungary",MALERT,NoData,NoData,Fokker F-III,H-MABC,1604,A wing separated in flight and the plane crashed.,2,0,2,2,0,2,0
184,1929-05-22 00:00:00,Algiers,Aeropostale,NoData,Algiers - Marseille,Cams 53,F-AISX,07,The plane collided with a submerged object while taking off.,6,3,3,4,3,2,0
185,1929-06-13 08:00:00,"Santiago de Cuba, Cuba",Pan American Airways,NoData,Santiago de Cuba - Havana,Fokker F-X,NC9700,1010,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus"".",5,1,4,2,1,1,0
186,1929-06-14 00:00:00,"Barcelona, Spain",Aeropostale,NoData,Janeiro - Buenos Aires,Breguet 14,F-AFEJ,217,"Took off, lost power and altitude and crashed into a telegraph tower.",2,0,2,1,0,1,0
187,1929-06-17 11:30:00,"Off Dungeness, England",Imperial Airways,NoData,London - Paris - Basil - Zuric,Handley Page W-10,G-EBMT,W10/4,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa.""",13,11,2,7,7,0,0
188,1929-06-24 00:00:00,"St. Paul, Minnesota",Northwest Orient Airlines,NoData,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,NC7416,5-AT-002,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.,8,6,2,1,0,1,0
189,1929-06-29 21:00:00,"Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,NoData,NoData,Domier Delphin III (flying boat),D-1620,151,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.,5,4,1,5,4,1,0
190,1929-06-29 00:00:00,"Columbus, Ohio",Continental Air Lines,NoData,NoData,Travel Air 4000,NC5435,524,The mail plane crashed into an antenna mast in fog and low visibility and burned.,1,0,1,1,0,1,0
